record_id,source,source_record_reference,data_origin,original_text,normalized_text,language,pii_removed,duplicate_candidate,date_or_period,service_hint,notes
"QI-RAW-0091","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:41","REAL_SEARCH_QUERY","business process automation consultant","business process automation consultant","ENGLISH",false,true,"2026-08-06","260","Organic search query term from keyword master list"
"QI-RAW-0092","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:42","REAL_SEARCH_QUERY","IT consulting services for small business","it consulting services for small business","ENGLISH",false,true,"2026-08-06","210","Organic search query term from keyword master list"
"QI-RAW-0093","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:43","REAL_SEARCH_QUERY","ERP consultant near me","erp consultant near me","ENGLISH",false,false,"2026-08-06","210","Organic search query term from keyword master list"
"QI-RAW-0094","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:44","REAL_SEARCH_QUERY","managed IT consulting services","managed it consulting services","ENGLISH",false,true,"2026-08-06","170","Organic search query term from keyword master list"
"QI-RAW-0095","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:45","REAL_SEARCH_QUERY","workflow automation consultant","workflow automation consultant","ENGLISH",false,true,"2026-08-06","140","Organic search query term from keyword master list"
"QI-RAW-0096","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:46","REAL_SEARCH_QUERY","gen AI consulting services","gen ai consulting services","ENGLISH",false,true,"2026-08-06","90","Organic search query term from keyword master list"
"QI-RAW-0097","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:47","REAL_SEARCH_QUERY","digital transformation advisor","digital transformation advisor","ENGLISH",false,false,"2026-08-06","70","Organic search query term from keyword master list"
"QI-RAW-0098","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:53","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI",false,true,"2026-08-06","Volume","Organic search query term from keyword master list"
"QI-RAW-0099","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:55","REAL_SEARCH_QUERY","**Website design services**","**website design services**","ENGLISH",false,false,"2026-08-06","**18,100**","Organic search query term from keyword master list"
"QI-RAW-0100","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:56","REAL_SEARCH_QUERY","web design agency","web design agency","ENGLISH",false,true,"2026-08-06","27,100-33,100","Organic search query term from keyword master list"
"QI-RAW-0101","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:57","REAL_SEARCH_QUERY","web design agency india","web design agency india","ENGLISH",false,true,"2026-08-06","4,400","Organic search query term from keyword master list"
"QI-RAW-0102","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:58","REAL_SEARCH_QUERY","small business website design services","small business website design services","ENGLISH",false,true,"2026-08-06","5,400","Organic search query term from keyword master list"
"QI-RAW-0103","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:59","REAL_SEARCH_QUERY","professional website design services","professional website design services","ENGLISH",false,true,"2026-08-06","1,300","Organic search query term from keyword master list"
"QI-RAW-0104","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:60","REAL_SEARCH_QUERY","custom website design services","custom website design services","ENGLISH",false,true,"2026-08-06","1,000","Organic search query term from keyword master list"
"QI-RAW-0105","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:61","REAL_SEARCH_QUERY","branding services","branding services","ENGLISH",false,true,"2026-08-06","6,600","Organic search query term from keyword master list"
"QI-RAW-0106","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:65","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI",false,true,"2026-08-06","Volume","Organic search query term from keyword master list"
"QI-RAW-0107","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:67","REAL_SEARCH_QUERY","custom website development","custom website development","ENGLISH",false,true,"2026-08-06","2,400","Organic search query term from keyword master list"
"QI-RAW-0108","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:68","REAL_SEARCH_QUERY","custom website development service","custom website development service","ENGLISH",false,false,"2026-08-06","2,400","Organic search query term from keyword master list"
"QI-RAW-0109","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:69","REAL_SEARCH_QUERY","custom website development company","custom website development company","ENGLISH",false,false,"2026-08-06","1,300","Organic search query term from keyword master list"
"QI-RAW-0110","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:70","REAL_SEARCH_QUERY","custom website development firm","custom website development firm","ENGLISH",false,false,"2026-08-06","1,000","Organic search query term from keyword master list"
"QI-RAW-0111","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:71","REAL_SEARCH_QUERY","custom website development agency","custom website development agency","ENGLISH",false,false,"2026-08-06","390","Organic search query term from keyword master list"
"QI-RAW-0112","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:72","REAL_SEARCH_QUERY","modern website design agency","modern website design agency","ENGLISH",false,true,"2026-08-06","40","Organic search query term from keyword master list"
"QI-RAW-0113","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:73","REAL_SEARCH_QUERY","""wordpress vs custom website""","""wordpress vs custom website""","ENGLISH",false,false,"2026-08-06","90","Organic search query term from keyword master list"
"QI-RAW-0114","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:79","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI",false,true,"2026-08-06","Volume","Organic search query term from keyword master list"
"QI-RAW-0115","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:81","REAL_SEARCH_QUERY","graphic design service","graphic design service","ENGLISH",false,false,"2026-08-06","14,800","Organic search query term from keyword master list"
"QI-RAW-0116","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:82","REAL_SEARCH_QUERY","unlimited graphic design service","unlimited graphic design service","ENGLISH",false,false,"2026-08-06","480","Organic search query term from keyword master list"
"QI-RAW-0117","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:83","REAL_SEARCH_QUERY","freelance graphic design service","freelance graphic design service","ENGLISH",false,false,"2026-08-06","590","Organic search query term from keyword master list"
"QI-RAW-0118","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:84","REAL_SEARCH_QUERY","best unlimited graphic design service","best unlimited graphic design service","ENGLISH",false,false,"2026-08-06","90","Organic search query term from keyword master list"
"QI-RAW-0119","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:85","REAL_SEARCH_QUERY","custom logo design service","custom logo design service","ENGLISH",false,false,"2026-08-06","390","Organic search query term from keyword master list"
"QI-RAW-0120","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:86","REAL_SEARCH_QUERY","magazine design service","magazine design service","ENGLISH",false,false,"2026-08-06","110","Organic search query term from keyword master list"
"QI-RAW-0121","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:87","REAL_SEARCH_QUERY","graphic design service in india","graphic design service in india","ENGLISH",false,false,"2026-08-06","210","Organic search query term from keyword master list"
"QI-RAW-0122","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:93","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI",false,true,"2026-08-06","Volume","Organic search query term from keyword master list"
"QI-RAW-0123","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:95","REAL_SEARCH_QUERY","Canva magazine template","canva magazine template","ENGLISH",false,false,"2026-08-06","3,600","Organic search query term from keyword master list"
"QI-RAW-0124","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:96","REAL_SEARCH_QUERY","editable magazine template free download","editable magazine template free download","ENGLISH",false,false,"2026-08-06","260","Organic search query term from keyword master list"
"QI-RAW-0125","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:97","REAL_SEARCH_QUERY","digital magazine template free","digital magazine template free","ENGLISH",false,false,"2026-08-06","20","Organic search query term from keyword master list"
"QI-RAW-0126","SalesConcierge.tsx","SalesConcierge.tsx:QUICK_STARTS:chip:1","SYNTHETIC_UI","I need independent technology advisory, vendor evaluation, or fractional CTO leadership before committing budget to a platform.","i need independent technology advisory, vendor evaluation, or fractional cto leadership before committing budget to a platform.","ENGLISH",false,false,"2026-08-28","","Pre-written quick-start guided chip prompt"
"QI-RAW-0127","SalesConcierge.tsx","SalesConcierge.tsx:QUICK_STARTS:chip:2","SYNTHETIC_UI","I am evaluating a custom website design, website redesign, or SEO-ready web engineering project.","i am evaluating a custom website design, website redesign, or seo-ready web engineering project.","ENGLISH",false,false,"2026-08-28","","Pre-written quick-start guided chip prompt"
"QI-RAW-0128","SalesConcierge.tsx","SalesConcierge.tsx:QUICK_STARTS:chip:3","SYNTHETIC_UI","I need guidance on SEO, AI search optimization (GEO), local lead visibility, n8n workflow automation, or CRM sales pipelines.","i need guidance on seo, ai search optimization (geo), local lead visibility, n8n workflow automation, or crm sales pipelines.","ENGLISH",false,false,"2026-08-28","","Pre-written quick-start guided chip prompt"
"QI-RAW-0129","SalesConcierge.tsx","SalesConcierge.tsx:QUICK_STARTS:chip:4","SYNTHETIC_UI","I would like to discuss DigiXPro Systems Audit recommendations or inspect verified production evidence and case studies.","i would like to discuss digixpro systems audit recommendations or inspect verified production evidence and case studies.","ENGLISH",false,false,"2026-08-28","","Pre-written quick-start guided chip prompt"
"QI-RAW-0130","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:1","SYNTHETIC_ROUTER","aapki fee kitni hai?","aapki fee kitni hai?","HINGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0131","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:2","SYNTHETIC_ROUTER","pricing kitni hai per month?","pricing kitni hai per month?","HINGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0132","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:3","SYNTHETIC_ROUTER","how much does it cost?","how much does it cost?","ENGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0133","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:4","SYNTHETIC_ROUTER","don't want a rebuild","don't want a rebuild","ENGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0134","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:5","SYNTHETIC_ROUTER","rebuild nahi chahiye pehle se live hai","rebuild nahi chahiye pehle se live hai","HINGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0135","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:6","SYNTHETIC_ROUTER","website redesign banani hai","website redesign banani hai","HINGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0136","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:7","SYNTHETIC_ROUTER","website banwani hai custom Next.js","website banwani hai custom next.js","HINGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0137","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:8","SYNTHETIC_ROUTER","monthly SEO karwana hai","monthly seo karwana hai","HINGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0138","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:9","SYNTHETIC_ROUTER","technical SEO chahiye website ke liye","technical seo chahiye website ke liye","HINGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0139","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:10","SYNTHETIC_ROUTER","n8n automation workflow chahiye","n8n automation workflow chahiye","HINGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0140","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:11","SYNTHETIC_ROUTER","fractional CTO consulting roadmap","fractional cto consulting roadmap","ENGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0141","Tier 0 Intent Router","TUvGgFGKzVEQsCFL:Tier 0 Intent Router:pattern_example:12","SYNTHETIC_ROUTER","evidence case studies proof dekhao","evidence case studies proof dekhao","ENGLISH",false,false,"2026-08-28","","Deterministic trigger test case"
"QI-RAW-0142","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:2","REAL_SEARCH_QUERY","fractional ceo services","fractional ceo services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0143","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:3","REAL_SEARCH_QUERY","ai automation services","ai automation services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0144","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:4","REAL_SEARCH_QUERY","seo website design services","seo website design services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0145","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:5","REAL_SEARCH_QUERY","ai consulting services","ai consulting services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0146","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:6","REAL_SEARCH_QUERY","wordpress website design services","wordpress website design services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0147","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:7","REAL_SEARCH_QUERY","modern website design agency","modern website design agency","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0148","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:8","REAL_SEARCH_QUERY","ai adoption strategy","ai adoption strategy","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0149","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:9","REAL_SEARCH_QUERY","business process automation","business process automation","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0150","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:10","REAL_SEARCH_QUERY","fractional cto","fractional cto","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0151","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:11","REAL_SEARCH_QUERY","small business website design services","small business website design services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0152","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:12","REAL_SEARCH_QUERY","benefits of business process automation","benefits of business process automation","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0153","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:13","REAL_SEARCH_QUERY","ai automation services for businesses","ai automation services for businesses","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0154","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:14","REAL_SEARCH_QUERY","business automation services","business automation services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0155","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:15","REAL_SEARCH_QUERY","business process automation software","business process automation software","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0156","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:16","REAL_SEARCH_QUERY","types of it consulting services","types of it consulting services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0157","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:17","REAL_SEARCH_QUERY","social media strategy consultant","social media strategy consultant","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0158","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:18","REAL_SEARCH_QUERY","web design agency india","web design agency india","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0159","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:19","REAL_SEARCH_QUERY","business process automation tools","business process automation tools","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0160","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:20","REAL_SEARCH_QUERY","fractional ceo meaning","fractional ceo meaning","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0161","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:21","REAL_SEARCH_QUERY","fractional ceo","fractional ceo","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0162","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:22","REAL_SEARCH_QUERY","business automation","business automation","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0163","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:23","REAL_SEARCH_QUERY","e commerce website design services","e commerce website design services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0164","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:24","REAL_SEARCH_QUERY","web design agency","web design agency","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0165","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:25","REAL_SEARCH_QUERY","strategic branding services","strategic branding services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0166","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:26","REAL_SEARCH_QUERY","healthcare it consulting services","healthcare it consulting services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0167","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:27","REAL_SEARCH_QUERY","responsive website design services","responsive website design services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0168","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:28","REAL_SEARCH_QUERY","ai automation agency services","ai automation agency services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0169","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:29","REAL_SEARCH_QUERY","it consulting services company","it consulting services company","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0170","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:30","REAL_SEARCH_QUERY","ai automation agency","ai automation agency","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0171","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:31","REAL_SEARCH_QUERY","what is a fractional cto","what is a fractional cto","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0172","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:32","REAL_SEARCH_QUERY","it consulting services near me","it consulting services near me","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0173","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:33","REAL_SEARCH_QUERY","it consulting services","it consulting services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0174","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:34","REAL_SEARCH_QUERY","fractional cto for startups","fractional cto for startups","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0175","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:35","REAL_SEARCH_QUERY","generative ai consulting services","generative ai consulting services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0176","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:36","REAL_SEARCH_QUERY","social media marketing strategy for small business","social media marketing strategy for small business","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0177","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:37","REAL_SEARCH_QUERY","b2b social media marketing strategy","b2b social media marketing strategy","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0178","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:38","REAL_SEARCH_QUERY","corporate branding services","corporate branding services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0179","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:39","REAL_SEARCH_QUERY","fractional cto services","fractional cto services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0180","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:40","REAL_SEARCH_QUERY","what is a fractional ceo","what is a fractional ceo","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0181","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:41","REAL_SEARCH_QUERY","what is business process automation","what is business process automation","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0182","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:42","REAL_SEARCH_QUERY","strategic it consulting services","strategic it consulting services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0183","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:43","REAL_SEARCH_QUERY","ai consulting services for small business","ai consulting services for small business","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0184","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:44","REAL_SEARCH_QUERY","process automation","process automation","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0185","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:45","REAL_SEARCH_QUERY","website design services","website design services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0186","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:46","REAL_SEARCH_QUERY","hire fractional cto","hire fractional cto","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0187","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:47","REAL_SEARCH_QUERY","branding services","branding services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0188","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:48","REAL_SEARCH_QUERY","custom website design services","custom website design services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0189","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:49","REAL_SEARCH_QUERY","business process automation services","business process automation services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0190","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:50","REAL_SEARCH_QUERY","custom website development","custom website development","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0191","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:51","REAL_SEARCH_QUERY","branding services for small businesses","branding services for small businesses","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0192","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:52","REAL_SEARCH_QUERY","workflow automation consultant","workflow automation consultant","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0193","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:53","REAL_SEARCH_QUERY","business process automation consultant","business process automation consultant","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0194","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:54","REAL_SEARCH_QUERY","business operating system","business operating system","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0195","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:55","REAL_SEARCH_QUERY","it consulting services for small business","it consulting services for small business","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0196","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:56","REAL_SEARCH_QUERY","what is it consulting services","what is it consulting services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0197","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:57","REAL_SEARCH_QUERY","managed it consulting services","managed it consulting services","ENGLISH",false,true,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0198","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:58","REAL_SEARCH_QUERY","small business branding services","small business branding services","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
"QI-RAW-0199","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv:line:59","REAL_SEARCH_QUERY","social media marketing strategy","social media marketing strategy","ENGLISH",false,false,"2026-08-24","","Tracked GSC/SEMrush search term"
