candidate_group_id,pattern_label,source_record_id,source,data_origin,evidence_type,original_text,normalized_text,language,search_volume,frequency,competition,notes
"GRP-LING-007","HUMAN_CONTACT_DIRECT_VARIANTS","QI-CLN-0013","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Contacted via website chat: My email is test@mailinator.com","contacted via website chat: my email is test@mailinator.com","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-007","HUMAN_CONTACT_DIRECT_VARIANTS","QI-CLN-0014","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Contacted via website chat: My email is test@mailinator.com","contacted via website chat: my email is test@mailinator.com","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-007","HUMAN_CONTACT_DIRECT_VARIANTS","QI-CLN-0015","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Contacted via website chat: My email is test@mailinator.com","contacted via website chat: my email is test@mailinator.com","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-007","HUMAN_CONTACT_DIRECT_VARIANTS","QI-CLN-0016","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Contacted via website chat: My email is test@mailinator.com","contacted via website chat: my email is test@mailinator.com","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0017","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Audit evaluation for DigiXPro Systems Verification (IT, Technology & Software / SaaS). With an existing digital presence and operating in the B2B Companies & Businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","audit evaluation for digixpro systems verification (it, technology & software / saas). with an existing digital presence and operating in the b2b companies & businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0018","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Audit evaluation for DigiXPro Enterprise Final Test (IT, Technology & Software / SaaS). With an existing digital presence and operating in the B2B Companies & Businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","audit evaluation for digixpro enterprise final test (it, technology & software / saas). with an existing digital presence and operating in the b2b companies & businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-001","PRICING_FEE_LANGUAGE_VARIANTS","QI-CLN-0019","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Audit evaluation for DigiXPro Zero Pricing Enterprise (IT, Technology & Software / SaaS). With an existing digital presence and operating in the B2B Companies & Businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","audit evaluation for digixpro zero pricing enterprise (it, technology & software / saas). with an existing digital presence and operating in the b2b companies & businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0020","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Audit evaluation for Digixpro (IT, Technology & Software / SaaS). With an existing digital presence and operating in the B2B Companies & Businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","audit evaluation for digixpro (it, technology & software / saas). with an existing digital presence and operating in the b2b companies & businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0021","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0022","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0023","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0024","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0025","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0026","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0027","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0028","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0029","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-008","AUDIT_DIAGNOSTIC_VARIANTS","QI-CLN-0030","customer_context","REAL_CUSTOMER","REAL_CUSTOMER_EVIDENCE","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH",,,,"Extracted from lead diagnostic audit brief"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0031","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Which technology stack should we choose?","which technology stack should we choose?","ENGLISH",,,,"Structured buyer problem question for service it_consulting"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0032","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Is our current agency code scalable?","is our current agency code scalable?","ENGLISH",,,,"Structured buyer problem question for service it_consulting"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0033","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","How does advisory work?","how does advisory work?","ENGLISH",,,,"Structured service FAQ for it_consulting"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0034","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Is this vendor quote realistic?","is this vendor quote realistic?","ENGLISH",,,,"Structured buyer problem question for service vendor_eval"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0035","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Are we overpaying for software licenses?","are we overpaying for software licenses?","ENGLISH",,,,"Structured buyer problem question for service vendor_eval"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0036","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Do you take commissions from vendors?","do you take commissions from vendors?","ENGLISH",,,,"Structured service FAQ for vendor_eval"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0037","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","How do we digitize manual operations without disrupting business?","how do we digitize manual operations without disrupting business?","ENGLISH",,,,"Structured buyer problem question for service digital_trans"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0038","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","How long does a transformation roadmap take?","how long does a transformation roadmap take?","ENGLISH",,,,"Structured service FAQ for digital_trans"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0039","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Why is WhatsApp or Excel failing as our operating system?","why is whatsapp or excel failing as our operating system?","ENGLISH",,,,"Structured buyer problem question for service systems_arch"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0040","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Why avoid off-the-shelf ERPs?","why avoid off-the-shelf erps?","ENGLISH",,,,"Structured service FAQ for systems_arch"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0041","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","How do we architect our platform for 10x traffic growth?","how do we architect our platform for 10x traffic growth?","ENGLISH",,,,"Structured buyer problem question for service tech_roadmaps"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0042","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","What is included in the roadmap?","what is included in the roadmap?","ENGLISH",,,,"Structured service FAQ for tech_roadmaps"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0043","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Can we get CTO-level technical leadership on a fractional basis?","can we get cto-level technical leadership on a fractional basis?","ENGLISH",,,,"Structured buyer problem question for service fractional_cto"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0044","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","How many hours per week?","how many hours per week?","ENGLISH",,,,"Structured service FAQ for fractional_cto"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0045","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Why should we choose custom Next.js over template WordPress?","why should we choose custom next.js over template wordpress?","ENGLISH",,,,"Structured buyer problem question for service website"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0046","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Do you build on WordPress templates?","do you build on wordpress templates?","ENGLISH",,,,"Structured service FAQ for website"
"GRP-LING-003","WEBSITE_BUILD_REDESIGN_VARIANTS","QI-CLN-0047","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","How do we redesign our site without losing organic search traffic?","how do we redesign our site without losing organic search traffic?","ENGLISH",,,,"Structured buyer problem question for service redesign"
"GRP-LING-003","WEBSITE_BUILD_REDESIGN_VARIANTS","QI-CLN-0048","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Will my rankings drop during redesign?","will my rankings drop during redesign?","ENGLISH",,,,"Structured service FAQ for redesign"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0049","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","What does a professional clinic or service website need?","what does a professional clinic or service website need?","ENGLISH",,,,"Structured buyer problem question for service small_business"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0050","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Can appointment forms be integrated?","can appointment forms be integrated?","ENGLISH",,,,"Structured service FAQ for small_business"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0051","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Why are our Google/Meta ad leads expensive?","why are our google/meta ad leads expensive?","ENGLISH",,,,"Structured buyer problem question for service landing_page"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0052","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Do you handle ad spend management?","do you handle ad spend management?","ENGLISH",,,,"Structured service FAQ for landing_page"
"GRP-LING-001","PRICING_FEE_LANGUAGE_VARIANTS","QI-CLN-0053","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","How do we double conversion rates from existing traffic?","how do we double conversion rates from existing traffic?","ENGLISH",,,,"Structured buyer problem question for service conversion_opt"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0054","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","What results can we expect?","what results can we expect?","ENGLISH",,,,"Structured service FAQ for conversion_opt"
"GRP-LING-002","SEO_SEARCH_VISIBILITY_VARIANTS","QI-CLN-0055","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Is the website built SEO-ready from day one?","is the website built seo-ready from day one?","ENGLISH",,,,"Structured buyer problem question for service seo_ready"
"GRP-LING-002","SEO_SEARCH_VISIBILITY_VARIANTS","QI-CLN-0056","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Does this include monthly SEO?","does this include monthly seo?","ENGLISH",,,,"Structured service FAQ for seo_ready"
"GRP-LING-002","SEO_SEARCH_VISIBILITY_VARIANTS","QI-CLN-0057","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","How long does organic SEO take to yield results?","how long does organic seo take to yield results?","ENGLISH",,,,"Structured buyer problem question for service seo"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0058","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Do you guarantee #1 rankings?","do you guarantee #1 rankings?","ENGLISH",,,,"Structured service FAQ for seo"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0059","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","How do we get featured in ChatGPT and Perplexity recommendations?","how do we get featured in chatgpt and perplexity recommendations?","ENGLISH",,,,"Structured buyer problem question for service geo"
"GRP-LING-002","SEO_SEARCH_VISIBILITY_VARIANTS","QI-CLN-0060","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","What is GEO?","what is geo?","ENGLISH",,,,"Structured service FAQ for geo"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0061","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","How do local clinics attract nearby patients via search?","how do local clinics attract nearby patients via search?","ENGLISH",,,,"Structured buyer problem question for service local_seo"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0062","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","How fast do local search rankings improve?","how fast do local search rankings improve?","ENGLISH",,,,"Structured service FAQ for local_seo"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0063","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Do you offer social media content design?","do you offer social media content design?","ENGLISH",,,,"Structured buyer problem question for service social_media"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0064","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Does this include ad spend management?","does this include ad spend management?","ENGLISH",,,,"Structured service FAQ for social_media"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0065","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","How can n8n or AI automate our business workflows?","how can n8n or ai automate our business workflows?","ENGLISH",,,,"Structured buyer problem question for service ai_automation"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0066","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","Do we need expensive enterprise licenses?","do we need expensive enterprise licenses?","ENGLISH",,,,"Structured service FAQ for ai_automation"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0067","canonicalRegistry.ts","SYNTHETIC_CANONICAL","SYNTHETIC_EVIDENCE","Can website leads automatically trigger WhatsApp notifications and CRM updates?","can website leads automatically trigger whatsapp notifications and crm updates?","ENGLISH",,,,"Structured buyer problem question for service crm_automation"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0068","canonicalRegistry.ts","SYNTHETIC_FAQ","SYNTHETIC_EVIDENCE","How fast are WhatsApp lead alerts delivered?","how fast are whatsapp lead alerts delivered?","ENGLISH",,,,"Structured service FAQ for crm_automation"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0069","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","कीवर्ड","कीवर्ड","HINDI",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0070","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","IT consulting services","it consulting services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0071","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","AI automation agency","ai automation agency","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0072","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","business IT consulting services","business it consulting services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0073","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","ERP consultant","erp consultant","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0074","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","AI consulting services","ai consulting services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0075","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","Business Process Automation","business process automation","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0076","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","business automation agency","business automation agency","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0077","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","ERP consultant companies","erp consultant companies","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0078","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","ERP consultant services","erp consultant services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0079","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","ERP consultant company","erp consultant company","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0080","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","functional ERP consultant","functional erp consultant","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0081","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","business process automation services","business process automation services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-099","OTHER_OBSERVABLE_VARIANTS","QI-CLN-0082","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","AI adoption strategy","ai adoption strategy","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0083","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","generative AI consulting services","generative ai consulting services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0084","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","AI automation agency services","ai automation agency services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0085","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","fractional CTO services","fractional cto services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0086","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","types of IT consulting services","types of it consulting services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0087","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","healthcare IT consulting services","healthcare it consulting services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0088","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","IT consulting services near me","it consulting services near me","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0089","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","strategic IT consulting services","strategic it consulting services","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-005","ADVISORY_STRATEGY_CTO_VARIANTS","QI-CLN-0090","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","IT consulting services company","it consulting services company","ENGLISH",,,,"Organic search query term from keyword master list"
"GRP-LING-004","WORKFLOW_AUTOMATION_VARIANTS","QI-CLN-0091","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","REAL_SEARCH_EVIDENCE","business process automation consultant","business process automation consultant","ENGLISH",,,,"Organic search query term from keyword master list"
