clean_record_id,source_record_id,source,source_file,data_origin,original_text,normalized_text,language,duplicate_status,duplicate_group_id,occurrence_count,search_volume,frequency,competition,category,source_date,pii_removed,notes,service_hint
"QI-CLN-0013","QI-RAW-0013","customer_context","n8n_DataTable","REAL_CUSTOMER","Contacted via website chat: My email is test@mailinator.com","contacted via website chat: my email is test@mailinator.com","ENGLISH","EXACT_DUPLICATE","DUP-GRP-005",4,,,,"","2026-08-27T04:20:55.889-04:00",true,"Extracted from lead diagnostic audit brief","sales-chat"
"QI-CLN-0014","QI-RAW-0014","customer_context","n8n_DataTable","REAL_CUSTOMER","Contacted via website chat: My email is test@mailinator.com","contacted via website chat: my email is test@mailinator.com","ENGLISH","EXACT_DUPLICATE","DUP-GRP-005",4,,,,"","2026-08-27T04:27:48.535-04:00",true,"Extracted from lead diagnostic audit brief","sales-chat"
"QI-CLN-0015","QI-RAW-0015","customer_context","n8n_DataTable","REAL_CUSTOMER","Contacted via website chat: My email is test@mailinator.com","contacted via website chat: my email is test@mailinator.com","ENGLISH","EXACT_DUPLICATE","DUP-GRP-005",4,,,,"","2026-08-27T04:29:22.936-04:00",true,"Extracted from lead diagnostic audit brief","sales-chat"
"QI-CLN-0016","QI-RAW-0016","customer_context","n8n_DataTable","REAL_CUSTOMER","Contacted via website chat: My email is test@mailinator.com","contacted via website chat: my email is test@mailinator.com","ENGLISH","EXACT_DUPLICATE","DUP-GRP-005",4,,,,"","2026-08-27T04:30:42.247-04:00",true,"Extracted from lead diagnostic audit brief","sales-chat"
"QI-CLN-0017","QI-RAW-0017","customer_context","n8n_DataTable","REAL_CUSTOMER","Audit evaluation for DigiXPro Systems Verification (IT, Technology & Software / SaaS). With an existing digital presence and operating in the B2B Companies & Businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","audit evaluation for digixpro systems verification (it, technology & software / saas). with an existing digital presence and operating in the b2b companies & businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-006",1,,,,"","2026-08-27T14:45:28.841Z",false,"Extracted from lead diagnostic audit brief","audit-brief"
"QI-CLN-0018","QI-RAW-0018","customer_context","n8n_DataTable","REAL_CUSTOMER","Audit evaluation for DigiXPro Enterprise Final Test (IT, Technology & Software / SaaS). With an existing digital presence and operating in the B2B Companies & Businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","audit evaluation for digixpro enterprise final test (it, technology & software / saas). with an existing digital presence and operating in the b2b companies & businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-006",1,,,,"","2026-08-27T14:53:11.655Z",false,"Extracted from lead diagnostic audit brief","audit-brief"
"QI-CLN-0019","QI-RAW-0019","customer_context","n8n_DataTable","REAL_CUSTOMER","Audit evaluation for DigiXPro Zero Pricing Enterprise (IT, Technology & Software / SaaS). With an existing digital presence and operating in the B2B Companies & Businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","audit evaluation for digixpro zero pricing enterprise (it, technology & software / saas). with an existing digital presence and operating in the b2b companies & businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-007",1,,,,"","2026-08-27T14:57:31.955Z",false,"Extracted from lead diagnostic audit brief","audit-brief"
"QI-CLN-0020","QI-RAW-0020","customer_context","n8n_DataTable","REAL_CUSTOMER","Audit evaluation for Digixpro (IT, Technology & Software / SaaS). With an existing digital presence and operating in the B2B Companies & Businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","audit evaluation for digixpro (it, technology & software / saas). with an existing digital presence and operating in the b2b companies & businesses sector, your current focus is streamlining operational workflows, enhancing search discoverability, and establishing automated lead-handling pathways.","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-008",1,,,,"","2026-08-27T17:08:39.806Z",false,"Extracted from lead diagnostic audit brief","audit-brief"
"QI-CLN-0021","QI-RAW-0021","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:10:42.857-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0022","QI-RAW-0022","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:10:45.719-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0023","QI-RAW-0023","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:11:12.667-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0024","QI-RAW-0024","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:11:15.528-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0025","QI-RAW-0025","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:11:31.850-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0026","QI-RAW-0026","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:11:55.141-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0027","QI-RAW-0027","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:12:11.866-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0028","QI-RAW-0028","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:12:32.482-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0029","QI-RAW-0029","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:12:43.856-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0030","QI-RAW-0030","customer_context","n8n_DataTable","REAL_CUSTOMER","Submitted a URL for audit: https://www.digixpro.in","submitted a url for audit: https://www.digixpro.in","ENGLISH","EXACT_DUPLICATE","DUP-GRP-009",10,,,,"","2026-08-27T14:12:47.270-04:00",false,"Extracted from lead diagnostic audit brief","audit-lead"
"QI-CLN-0031","QI-RAW-0031","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Which technology stack should we choose?","which technology stack should we choose?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service it_consulting","it_consulting"
"QI-CLN-0032","QI-RAW-0032","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Is our current agency code scalable?","is our current agency code scalable?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service it_consulting","it_consulting"
"QI-CLN-0033","QI-RAW-0033","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","How does advisory work?","how does advisory work?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for it_consulting","it_consulting"
"QI-CLN-0034","QI-RAW-0034","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Is this vendor quote realistic?","is this vendor quote realistic?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service vendor_eval","vendor_eval"
"QI-CLN-0035","QI-RAW-0035","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Are we overpaying for software licenses?","are we overpaying for software licenses?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service vendor_eval","vendor_eval"
"QI-CLN-0036","QI-RAW-0036","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Do you take commissions from vendors?","do you take commissions from vendors?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for vendor_eval","vendor_eval"
"QI-CLN-0037","QI-RAW-0037","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","How do we digitize manual operations without disrupting business?","how do we digitize manual operations without disrupting business?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service digital_trans","digital_trans"
"QI-CLN-0038","QI-RAW-0038","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","How long does a transformation roadmap take?","how long does a transformation roadmap take?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for digital_trans","digital_trans"
"QI-CLN-0039","QI-RAW-0039","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Why is WhatsApp or Excel failing as our operating system?","why is whatsapp or excel failing as our operating system?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service systems_arch","systems_arch"
"QI-CLN-0040","QI-RAW-0040","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Why avoid off-the-shelf ERPs?","why avoid off-the-shelf erps?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for systems_arch","systems_arch"
"QI-CLN-0041","QI-RAW-0041","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","How do we architect our platform for 10x traffic growth?","how do we architect our platform for 10x traffic growth?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service tech_roadmaps","tech_roadmaps"
"QI-CLN-0042","QI-RAW-0042","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","What is included in the roadmap?","what is included in the roadmap?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for tech_roadmaps","tech_roadmaps"
"QI-CLN-0043","QI-RAW-0043","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Can we get CTO-level technical leadership on a fractional basis?","can we get cto-level technical leadership on a fractional basis?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service fractional_cto","fractional_cto"
"QI-CLN-0044","QI-RAW-0044","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","How many hours per week?","how many hours per week?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for fractional_cto","fractional_cto"
"QI-CLN-0045","QI-RAW-0045","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Why should we choose custom Next.js over template WordPress?","why should we choose custom next.js over template wordpress?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service website","website"
"QI-CLN-0046","QI-RAW-0046","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Do you build on WordPress templates?","do you build on wordpress templates?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for website","website"
"QI-CLN-0047","QI-RAW-0047","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","How do we redesign our site without losing organic search traffic?","how do we redesign our site without losing organic search traffic?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service redesign","redesign"
"QI-CLN-0048","QI-RAW-0048","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Will my rankings drop during redesign?","will my rankings drop during redesign?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for redesign","redesign"
"QI-CLN-0049","QI-RAW-0049","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","What does a professional clinic or service website need?","what does a professional clinic or service website need?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service small_business","small_business"
"QI-CLN-0050","QI-RAW-0050","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Can appointment forms be integrated?","can appointment forms be integrated?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for small_business","small_business"
"QI-CLN-0051","QI-RAW-0051","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Why are our Google/Meta ad leads expensive?","why are our google/meta ad leads expensive?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service landing_page","landing_page"
"QI-CLN-0052","QI-RAW-0052","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Do you handle ad spend management?","do you handle ad spend management?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for landing_page","landing_page"
"QI-CLN-0053","QI-RAW-0053","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","How do we double conversion rates from existing traffic?","how do we double conversion rates from existing traffic?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service conversion_opt","conversion_opt"
"QI-CLN-0054","QI-RAW-0054","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","What results can we expect?","what results can we expect?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for conversion_opt","conversion_opt"
"QI-CLN-0055","QI-RAW-0055","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Is the website built SEO-ready from day one?","is the website built seo-ready from day one?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service seo_ready","seo_ready"
"QI-CLN-0056","QI-RAW-0056","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Does this include monthly SEO?","does this include monthly seo?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for seo_ready","seo_ready"
"QI-CLN-0057","QI-RAW-0057","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","How long does organic SEO take to yield results?","how long does organic seo take to yield results?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service seo","seo"
"QI-CLN-0058","QI-RAW-0058","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Do you guarantee #1 rankings?","do you guarantee #1 rankings?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for seo","seo"
"QI-CLN-0059","QI-RAW-0059","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","How do we get featured in ChatGPT and Perplexity recommendations?","how do we get featured in chatgpt and perplexity recommendations?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service geo","geo"
"QI-CLN-0060","QI-RAW-0060","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","What is GEO?","what is geo?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for geo","geo"
"QI-CLN-0061","QI-RAW-0061","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","How do local clinics attract nearby patients via search?","how do local clinics attract nearby patients via search?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service local_seo","local_seo"
"QI-CLN-0062","QI-RAW-0062","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","How fast do local search rankings improve?","how fast do local search rankings improve?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for local_seo","local_seo"
"QI-CLN-0063","QI-RAW-0063","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Do you offer social media content design?","do you offer social media content design?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service social_media","social_media"
"QI-CLN-0064","QI-RAW-0064","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Does this include ad spend management?","does this include ad spend management?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for social_media","social_media"
"QI-CLN-0065","QI-RAW-0065","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","How can n8n or AI automate our business workflows?","how can n8n or ai automate our business workflows?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service ai_automation","ai_automation"
"QI-CLN-0066","QI-RAW-0066","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","Do we need expensive enterprise licenses?","do we need expensive enterprise licenses?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for ai_automation","ai_automation"
"QI-CLN-0067","QI-RAW-0067","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_CANONICAL","Can website leads automatically trigger WhatsApp notifications and CRM updates?","can website leads automatically trigger whatsapp notifications and crm updates?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured buyer problem question for service crm_automation","crm_automation"
"QI-CLN-0068","QI-RAW-0068","canonicalRegistry.ts","n8n_DataTable","SYNTHETIC_FAQ","How fast are WhatsApp lead alerts delivered?","how fast are whatsapp lead alerts delivered?","ENGLISH","DISTINCT","",1,,,,"","2026-08-25",false,"Structured service FAQ for crm_automation","crm_automation"
"QI-CLN-0069","QI-RAW-0069","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI","EXACT_DUPLICATE","DUP-GRP-010",5,,,,"","2026-08-06",false,"Organic search query term from keyword master list","Volume"
"QI-CLN-0070","QI-RAW-0070","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","IT consulting services","it consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-011",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","14,800"
"QI-CLN-0071","QI-RAW-0071","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","AI automation agency","ai automation agency","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-012",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","12,100"
"QI-CLN-0072","QI-RAW-0072","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","business IT consulting services","business it consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-013",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","9,900"
"QI-CLN-0073","QI-RAW-0073","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","ERP consultant","erp consultant","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-014",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","8,100"
"QI-CLN-0074","QI-RAW-0074","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","AI consulting services","ai consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-015",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","5,400"
"QI-CLN-0075","QI-RAW-0075","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","Business Process Automation","business process automation","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-016",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","4,400"
"QI-CLN-0076","QI-RAW-0076","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","business automation agency","business automation agency","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-017",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","1,300"
"QI-CLN-0077","QI-RAW-0077","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","ERP consultant companies","erp consultant companies","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-014",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","880"
"QI-CLN-0078","QI-RAW-0078","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","ERP consultant services","erp consultant services","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-018",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","1,000"
"QI-CLN-0079","QI-RAW-0079","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","ERP consultant company","erp consultant company","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-019",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","720"
"QI-CLN-0080","QI-RAW-0080","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","functional ERP consultant","functional erp consultant","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-020",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","590"
"QI-CLN-0081","QI-RAW-0081","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","business process automation services","business process automation services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-021",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","590"
"QI-CLN-0082","QI-RAW-0082","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","AI adoption strategy","ai adoption strategy","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-022",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","590"
"QI-CLN-0083","QI-RAW-0083","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","generative AI consulting services","generative ai consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-023",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","480"
"QI-CLN-0084","QI-RAW-0084","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","AI automation agency services","ai automation agency services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-024",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","480"
